일련번호,의료기관명,병상수,소재지,설립구분,개설일자,전화번호,데이터기준일자
3360,바른손한의원,0,"통영시 북신시장1길 19, 202호 (북신동, 한선빌딩)",민간,2012-08-20,055-641-1075,2023-12-31
3361,해강한의원,0,"통영시 광도면 죽림1로 17-51, 동성메디프라자 203호",민간,2011-07-15,055-644-0035,2023-12-31
3362,죽림한의원,0,"통영시 광도면 죽림2로 49-37, 301호 (서명빌딩)",민간,2011-04-15,055-646-1075,2023-12-31
3363,동의한의원,0,통영시 여황로 404-32 (북신동),민간,2010-05-03,055-649-3238,2023-12-31
3364,서울한의원,0,"통영시 중앙로 120, 201, 202호 (항남동)",민간,2010-01-19,055-648-2255,2023-12-31
3365,나무와숲한의원,0,"통영시 광도면 죽림1로 41-14, 106동 2층 201호 (한선파라타운)",민간,2009-04-22,055-649-3001,2023-12-31
3366,본한의원,0,"통영시 통영해안로 341, 3층 (중앙동, 덕림빌딩)",민간,2008-05-26,055-643-1627,2023-12-31
3367,미래한의원,0,통영시 중앙로 290 (북신동),민간,2002-11-05,055-643-7588,2023-12-31
3368,늘푸른한의원,0,통영시 새터길 55 (서호동),민간,2002-11-05,055-645-1355,2023-12-31
3369,동방한의원,0,"통영시 중앙로 101-1, 2층 · 3층 (항남동)",민간,2000-01-08,055-645-2891,2023-12-31
3370,제중한의원,0,"통영시 중앙로 287, 1층 (북신동)",민간,1997-09-19,055-648-8580,2023-12-31
3371,순한의원,0,"통영시 해미당3길 30, 2층 (북신동)",민간,1990-12-18,055-646-4336,2023-12-31
3372,지성한의원,0,통영시 동충4길 45 (항남동),민간,1990-10-08,055-646-3435,2023-12-31
3373,대건한의원,0,통영시 무전대로 59 (무전동),민간,1989-08-30,055-644-4975,2023-12-31
3374,세광한의원,0,통영시 통영해안로 327-1 (중앙동),민간,1985-03-15,055-644-1075,2023-12-31
3375,한솔경심한의원,0,"통영시 북신시장1길 19, 4층 503호 (북신동, 한선빌딩)",민간,1982-05-04,055-645-6685,2023-12-31
3376,현대한의원,0,통영시 통영해안로 361-1 (동호동),민간,1979-04-10,055-645-4451,2023-12-31
3377,대통한의원,0,"사천시 정동면 진삼로 1386, 102동 101호 (사천3차 한보아파트)",민간,2020-05-20,055-853-0077,2023-12-31
3378,약손한의원,0,"사천시 주공로 8 (벌리동, 미스타박미용실)",민간,2016-02-01,055-833-8577,2023-12-31
3379,삼천포부부한의원,0,"사천시 주공로 11, 2층 (벌리동)",민간,2014-08-28,055-833-3950,2023-12-31
3380,더바른한의원,0,"사천시 정동면 진삼로 1414, 2층",민간,2013-10-02,055-855-9449,2023-12-31
3381,금빛한의원,10,사천시 사천읍 진삼로 1447,민간,2013-04-30,055-852-7510,2023-12-31
3382,사남한의원,0,사천시 사남면 진삼로 1112,민간,2022-06-09,055-854-1275,2023-12-31
3383,이제휘한의원,0,사천시 주공로 41 (벌리동),민간,2011-05-02,055-835-8020,2023-12-31
3384,서포한의원,0,사천시 서포면 서포로 291,민간,2010-03-02,055-853-8523,2023-12-31
3385,다산한의원,0,"사천시 곤명면 곤수로 5, 1층",민간,2009-08-06,055-853-8553,2023-12-31
3386,아름다운한의원,0,사천시 중앙로 50 (선구동),민간,2009-06-08,055-833-1075,2023-12-31
3387,백세한의원,0,사천시 곤양면 서삼로 8,민간,2009-06-05,055-853-8275,2023-12-31
3388,명성한의원,0,사천시 사천읍 평화길 46-8,민간,2007-11-19,055-855-8070,2023-12-31
3389,경희한의원,0,사천시 수남길 13 (선구동),민간,2007-10-15,055-834-8275,2023-12-31
3390,강한의원,0,사천시 사천읍 사천읍성로 52,민간,2007-04-06,055-855-1220,2023-12-31
3391,수한의원,0,"사천시 정동면 옥산로 46, 2층 202호",민간,2006-09-20,055-854-8558,2023-12-31
3392,장수한의원,0,사천시 남일로 16 (동금동),민간,2006-04-26,055-833-7533,2023-12-31
3393,강민한의원,0,사천시 정동면 진삼로 1418,민간,2005-10-27,055-854-7562,2023-12-31
3394,삼복한의원,0,"사천시 주공로 42 (벌리동, 수은빌딩)",민간,2003-10-07,055-833-3188,2023-12-31
3395,대성한의원,0,사천시 동금2길 12-24 (동금동),민간,2003-08-23,055-833-7504,2023-12-31
3396,동의한의원,0,사천시 사천읍 읍내로 11,민간,2003-04-17,055-855-0875,2023-12-31
3397,제종민한의원,0,"사천시 서부시장길 38 (동동, 제종민한의원)",민간,2002-11-26,055-832-5005,2023-12-31
3398,동의당한의원,0,사천시 중앙로 76 (동금동),민간,2002-02-18,055-833-7500,2023-12-31
3399,거창한의원,0,"사천시 사천읍 정의1길 4, 1층",민간,1993-03-26,055-852-8448,2023-12-31
3400,회영당한의원,0,사천시 곤양면 곤북로 38,민간,1988-03-08,055-853-5535,2023-12-31
3401,동양한의원,0,사천시 동금로 21 (동금동),민간,1988-02-23,055-832-3367,2023-12-31
3402,강호경한의원,0,사천시 사천읍 읍내로 42,민간,1986-02-18,055-852-0906,2023-12-31
3403,정병관한의원,0,"김해시 가락로 24, 2층 (부원동)",민간,2023-01-26,055-333-3305,2023-12-31
3404,주촌센텀한의원,0,"김해시 주촌면 선천남로 97, 2층",민간,2021-12-21,055-334-2313,2023-12-31
3405,선천제니스한의원,0,"김해시 주촌면 천곡로 14, 2층",민간,2021-02-01,055-312-7511,2023-12-31
3406,아임송한의원,0,"김해시 해반천로144번길 35-31, 2층 (삼계동)",민간,2021-01-06,055-339-7275,2023-12-31
3407,우리동네한의원,0,"김해시 가야로30번길 1, 301,302호 (삼계동)",민간,2020-08-14,055-337-0511,2023-12-31
3408,대활한의원,0,"김해시 가락로 19, 아름다운 뉴욕 메디컬센터 1층 101호 (부원동)",민간,2020-07-15,055-336-1075,2023-12-31
3409,이내풍한의원,0,"김해시 함박로101번길 18, 302호 (외동)",민간,2020-05-27,055-724-0809,2023-12-31
3410,원한의원,0,"김해시 인제로 190, 선교빌딩 3층 (어방동)",민간,2020-05-15,055-323-4008,2023-12-31
3411,수한의원,0,"김해시 분성로48번길 1, 1층 (외동)",민간,2019-08-29,055-338-1182,2023-12-31
3412,생림백한의원,0,"김해시 생림면 봉림로 32, 2층",민간,2019-05-16,055-339-8397,2023-12-31
3413,지성한의원,0,"김해시 분성로 699-1, 1층 (지내동)",민간,2018-07-11,055-338-8279,2023-12-31
3414,현담한의원,0,"김해시 삼계중앙로 30, 김해메디칼센타 3층 302호 (삼계동)",민간,2018-06-18,055-313-3120,2023-12-31
3415,경희365한의원,21,"김해시 분성로 212, 3~4층 306~308, 405~406호 (외동)",민간,2018-05-09,055-724-1088,2023-12-31
3416,부원한의원,0,"김해시 가락로 11, 2층 (부원동)",민간,2017-04-12,055-331-1076,2023-12-31
3417,신세계한의원,20,"김해시 분성로 174, 2,3층 (외동)",민간,2017-02-01,055-335-8275,2023-12-31
3418,석중한의원,0,"김해시 삼계중앙로 12, 4층 (삼계동)",민간,2016-03-23,055-331-7580,2023-12-31
3419,삼계한의원,0,"김해시 가야로38번길 2, 301호 (삼계동, 두성빌딩)",민간,2016-02-23,055-313-1075,2023-12-31
3420,바른선한의원,0,"김해시 가락로 9, 2층 (부원동, 부원빌딩)",민간,2014-09-24,055-337-0577,2023-12-31
3421,솔솔바람참한의원,0,김해시 삼계로 248 (삼계동),민간,2013-10-30,055-311-0050,2023-12-31
3422,유상호한의원,0,"김해시 활천로36번길 29, 2층 (삼정동)",민간,2012-10-08,055-333-0333,2023-12-31
3423,운남한의원,0,"김해시 가야로157번길 2, 2층 (삼계동, 부성빌딩)",민간,2012-05-15,055-331-9797,2023-12-31
3424,한지영한의원,0,"김해시 내외로 79, 2층 (내동, 꿀벌상가)",민간,2010-12-16,055-322-7975,2023-12-31
3425,쾌통한의원,0,"김해시 가락로 1, 2층 (부원동, 동영빌딩)",민간,2009-03-30,055-336-6926,2023-12-31
3426,청담한의원,0,"김해시 가야로38번길 4, 3층 (삼계동)",민간,2008-11-14,055-313-7640,2023-12-31
3427,행복한의원,0,"김해시 해반천로 148, 1층 (삼계동)",민간,2008-11-03,055-311-9988,2023-12-31
3428,순풍한의원,27,김해시 금관대로1289번길 8 (내동),민간,2008-10-22,055-326-6064,2023-12-31
3429,참좋은한의원,0,"김해시 활천로 195-5, 2층 (어방동)",민간,2008-10-21,055-334-1234,2023-12-31
3430,생각나는한의원,0,"김해시 함박로 5, 1층 (외동)",민간,2008-05-15,055-343-1075,2023-12-31
3431,늘푸른한의원,0,김해시 해반천로130번길 21 (삼계동),민간,2008-04-18,055-325-1075,2023-12-31
3432,김해내외열린한의원,0,"김해시 내외중앙로 47, 2층 (외동, 풍림위너스프라자)",민간,2008-01-24,055-335-1090,2023-12-31
3433,신통한의원,0,"김해시 내외중앙로 28, 205호 (외동, 한마음빌딩)",민간,2007-03-02,055-321-8276,2023-12-31
3434,김한의원,0,"김해시 분성로501번길 42, 1층 (어방동)",민간,2006-08-28,055-326-9799,2023-12-31
3435,이목구비김한의원,0,"김해시 분성로501번길 42, 2층 (어방동)",민간,2006-07-24,055-326-9799,2023-12-31
3436,성산한의원,0,"김해시 삼계중앙로 29, 3층 (삼계동, 일송프라자)",민간,2006-04-19,055-333-2003,2023-12-31
3437,제중한의원,0,"김해시 삼계중앙로 22, 204호 (삼계동, 굿타임빌딩)",민간,2006-03-07,055-333-1133,2023-12-31
3438,세종한의원,0,김해시 분성로 264-3 (봉황동),민간,2006-01-27,055-337-1075,2023-12-31
3439,장한의원,0,"김해시 가락로 34, 1층 (부원동)",민간,2005-10-27,055-335-0357,2023-12-31
3440,김해명가한의원,0,김해시 활천로 180 (어방동),민간,2005-06-01,055-339-3006,2023-12-31
3441,동의김해한의원,0,김해시 활천로36번길 34-4 (삼정동),민간,2005-04-18,055-335-5075,2023-12-31
3442,코끼리한의원,0,"김해시 내외중앙로 100, 202호 (내동, 송암빌딩)",민간,2005-03-02,055-331-7588,2023-12-31
3443,도원한의원,0,"김해시 가락로 58, 2층 (부원동)",민간,2005-01-05,055-322-7800,2023-12-31
3444,장수한의원,0,"김해시 분성로727번길 10, 2층 (지내동)",민간,2004-12-23,055-325-7582,2023-12-31
3445,감로한의원,0,"김해시 해반천로144번길 29-35, 1층 (삼계동)",민간,2004-12-21,055-332-6699,2023-12-31
3446,수로한의원,0,김해시 구지로 5 (내동),민간,2003-03-27,055-321-5475,2023-12-31
3447,경운부부한의원,0,김해시 금관대로 1194-1 (외동),민간,2003-02-24,055-327-0662,2023-12-31
3448,덕진한의원,0,"김해시 함박로101번길 6, 204호 (외동, 임호빌딩)",민간,2002-11-01,055-339-1075,2023-12-31
3449,백세한의원,0,김해시 해반천로 24 (구산동),민간,2002-06-12,055-339-9007,2023-12-31
3450,한국한의원,0,"김해시 가락로 26, 2층 (부원동)",민간,2002-05-29,055-335-1075,2023-12-31
3451,참사랑한의원,0,"김해시 함박로101번길 8 (외동, 경원빌딩 201)",민간,2002-05-01,055-327-7488,2023-12-31
3452,금강산한의원,0,"김해시 가락로 291 (구산동, 보보스빌딩 3층)",민간,2001-09-19,055-338-8275,2023-12-31
3453,배상임한의원,0,김해시 호계로 423 (부원동),민간,2000-11-02,055-328-6662,2023-12-31
3454,명근당한의원,0,김해시 가락로 88 (서상동),민간,2000-01-24,055-324-0080,2023-12-31
3455,고려한의원,0,김해시 삼안로195번길 24 (삼방동),민간,1999-12-21,055-326-8341,2023-12-31
3456,봉황한의원,0,김해시 삼계중앙로 51 (삼계동),민간,1998-04-02,055-331-7578,2023-12-31
3457,우리들한의원,19,김해시 활천로 41 (삼정동),민간,1997-11-21,055-326-1178,2023-12-31
3458,활천경희한의원,0,김해시 인제로 171 (어방동),민간,1997-07-18,055-338-1982,2023-12-31
3459,동보한의원,0,김해시 우암로 55 (내동),민간,1997-05-01,055-324-9717,2023-12-31
3460,수강한의원,0,김해시 가락로 108 (서상동),민간,1996-11-13,055-335-4050,2023-12-31
3461,동서한의원,0,김해시 삼안로 243-1 (삼방동),민간,1994-06-03,055-321-0009,2023-12-31
3462,분성한의원,0,김해시 가락로 151 (대성동),민간,1992-04-04,055-321-2563,2023-12-31
3463,박영수한의원,0,김해시 활천로285번길 41 (삼방동),민간,1991-07-16,055-332-1721,2023-12-31
3464,진부부한의원,0,김해시 분성로 345 (동상동),민간,1991-06-18,055-334-4445,2023-12-31
3465,조낙찬한의원,0,김해시 삼안로 237-1 (삼방동),민간,1991-05-02,055-335-3641,2023-12-31
3466,한하균한의원,0,"김해시  내외중앙로  27, 2층 202호 (외동)",민간,1989-01-21,055-332-0456,2023-12-31
3467,수성한의원,0,"김해시 대동면 동남로41번길 12, 1~3층",민간,1988-03-15,055-335-7565,2023-12-31
3468,김용대한의원,0,"김해시 내외중앙로 89, 202호 (내동, 메디존빌딩)",민간,1987-04-06,055-334-2233,2023-12-31
3469,김석주한의원,0,"김해시 생림면 봉림로 175, 2층 일부",민간,1986-12-14,055-326-2544,2023-12-31
3470,강한의원,0,"김해시 내외중앙로 50, 2층 (외동, 센타빌딩)",민간,1983-02-21,055-332-4720,2023-12-31
3471,신진한의원,0,김해시 함박로 101 (외동),민간,1980-07-24,055-334-8756,2023-12-31
3472,송한의원,0,김해시 가락로 97-1 (서상동),민간,1977-11-11,055-336-4479,2023-12-31
3473,장유정우한의원,0,"김해시 계동로23번길 19-14, 부자빌딩 204호 (관동동)",민간,2023-04-03,055-331-3337,2023-12-31
3474,봄날아이한의원,0,"김해시 율하3로 37, 404호 (율하동)",민간,2023-03-02,055-329-5600,2023-12-31
3475,우리한의원,0,김해시 진영읍 여래로 32,민간,2023-01-04,055-724-1072,2023-12-31
3476,율하신세계한의원,12,"김해시 율하3로 38, 경보오션 202호 (율하동)",민간,2022-02-21,055-312-1082,2023-12-31
3477,더나은365한의원,10,"김해시 율하3로 53, 201호 (율하동)",민간,2021-07-14,055-334-0365,2023-12-31
3478,해소해한의원,0,"김해시 율하로 478, 모산메디피아 3층 301호 (장유동)",민간,2020-03-09,055-335-9923,2023-12-31
3479,한림경희한의원,0,"김해시 한림면 한림로 403, 1층",민간,2020-01-09,055-345-1076,2023-12-31
3480,이경환한의원,0,김해시 진영읍 장등로 82,민간,2017-01-19,055-343-8575,2023-12-31
3481,자연한의원,0,"김해시 율하3로 56, 301호 (율하동)",민간,2015-08-21,055-329-7579,2023-12-31
3482,자연한의원,0,"김해시 진영읍 진영로 209, 1층",민간,2014-05-12,055-346-0075,2023-12-31
3483,예담한의원,0,"김해시 율하3로 48, 202호 (율하동)",민간,2013-11-08,055-322-1075,2023-12-31
3484,율하우리한의원,0,"김해시 율하3로 41, 302호 (율하동, 네오코아3층)",민간,2013-06-21,055-326-3696,2023-12-31
3485,주한의원,0,"김해시 장유로334번길 9, 302동 208호 (신문동, 장유경동리인하이스트)",민간,2013-06-05,055-324-1075,2023-12-31
3486,중산한의원,0,"김해시 장유로 286, 2층 (무계동, 세우빌딩)",민간,2012-11-09,055-313-2887,2023-12-31
3487,아이누리한의원 장유점,0,"김해시 번화1로80번길 5, 801호,802호 (대청동, 메카메디칼빌딩)",민간,2012-01-30,055-322-1300,2023-12-31
3488,이홍래한의원,0,"김해시 대청로 117, A-306호 (대청동, 대청프라자)",민간,2011-06-22,055-336-7975,2023-12-31
3489,해성한의원,0,"김해시 계동로23번길 17, 203호 (관동동, 제이파크프라자)",민간,2011-04-20,055-311-5060,2023-12-31
3490,거송한의원,0,"김해시 율하1로 110, 3층 (율하동)",민간,2009-06-03,055-333-7588,2023-12-31
3491,제산한의원,0,"김해시 진영읍 김해대로361번길 16, 나경타운 201,202,203호",민간,2009-03-04,055-346-2828,2023-12-31
3492,해인부부한의원,0,"김해시 진영읍 장등로 3, 301호 (경남빌딩 )",민간,2007-08-30,055-342-6699,2023-12-31
3493,다나한의원,0,"김해시 능동로 157, 3층 (부곡동, 부곡빌딩)",민간,2007-06-01,055-314-1075,2023-12-31
3494,정한의원,0,"김해시 율하3로 5, 1,2,3층 (율하동)",민간,2006-11-21,055-311-0001,2023-12-31
3495,갑오한의원,0,김해시 계동로159번길 4-8 (대청동),민간,2006-09-04,055-313-0040,2023-12-31
3496,가야한의원,0,"김해시 월산로 111-61 (부곡동, 부곡프라자 207호)",민간,2006-07-03,055-313-7272,2023-12-31
3497,서울한의원,0,김해시 계동로23번길 3-19 (관동동),민간,2005-04-26,055-312-7588,2023-12-31
3498,바른수한의원,0,"김해시 진영읍 여래로 21, 진영우리메디컬 502호",민간,2004-10-01,055-342-0500,2023-12-31
3499,원광한의원,0,"김해시 대청로 131, 201호 (대청동, 영해빌딩)",민간,2003-01-23,055-312-9630,2023-12-31
3500,열린한의원,0,"김해시 번화1로84번길 28, 탑스코아 201호 (대청동)",민간,2002-10-14,055-314-1090,2023-12-31
3501,안준석한의원,0,"김해시 능동로 153, 4층 (부곡동, 삼화빌딩)",민간,2002-06-01,055-313-8869,2023-12-31
3502,진영한의원,0,김해시 진영읍 진영로218번길 2,민간,2002-04-01,055-346-0460,2023-12-31
3503,경희용한의원,0,김해시 능동로 159 (부곡동),민간,2001-05-31,055-313-2577,2023-12-31
3504,백두산한의원,0,김해시 진영읍 여래로20번길 28,민간,1999-09-07,055-343-2222,2023-12-31
3505,봉산한의원,0,김해시 진례면 진례로 231,민간,1998-09-05,055-345-6551,2023-12-31
3506,한솔한의원,0,"김해시 장유로 331-1, A동 1층 (신문동)",민간,1995-07-15,055-313-0367,2023-12-31
3507,경희한의원,0,"김해시 능동로167번길 1, 307,308호 (부곡동)",민간,1993-08-27,055-312-0907,2023-12-31
